what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1329600033216
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329600037414
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1329600048772
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1329600049564
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329600053379
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329600060775
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329600062628
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1329600065298
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329600076295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329600077217
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329600078702
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1329600080976
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329600087371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329600088023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329600090747
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329600091549
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329600123408
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329600126207
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329600185540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329600186416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329600211832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329600212322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329600222370
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329600223033
